Hotel,Average_Rating
Chelsea Motor Inn,4.024630541871921
Chelsea Pines Inn,4.67379679144385
Chelsea Savoy Hotel,3.6666666666666665
Chelsea Star Hotel,3.4
Chestnut Hill Hotel,3.945578231292517
Chicago Athletic Association,1.0
Chicago Marriott O'Hare,4.087719298245614
Chicago Marriott at Medical District/UIC,3.933333333333333
Chicago South Loop Hotel,3.98
Chicago's Essex Inn,3.548489666136725
Chinatown Hotel,2.617021276595745
Chocolat Hostel,2.1149825783972127
Churchill Hotel San Diego,1.0
City Center Hotel,2.0476190476190474
City Center Inn,1.411764705882353
City Club Hotel,3.907514450867052
City Suites Hotel,4.0
Civic Center Inn,1.7796610169491525
Civic Center Motor Inn,3.415204678362573
Clarion Hotel,2.2291666666666665
Clarion Hotel & Conference Center,2.3454545454545452
Clarion Hotel & Suites Conference Center,2.0163934426229506
Clarion Hotel Airport,3.259259259259259
Clarion Hotel Midway Airport,2.9855072463768115
Clarion Hotel Park Avenue,3.2241379310344827
Clarion Hotel Phoenix Tech Center,3.475
Clarion Hotel Seattle Airport,2.984848484848485
Clarion Inn,3.7874015748031495
Clarion Inn & Suites Northwest,3.380952380952381
Clarion Inn Silicon Valley,3.5
Cliff Inn,2.090909090909091
Club Quarters,3.5748129675810474
Club Quarters Boston,3.8726968174204357
Club Quarters Chicago - Central Loop,3.9159519725557463
Club Quarters Chicago -- Wacker at Michigan,4.066945606694561
Club Quarters Midtown,3.5771971496437054
Club Quarters San Francisco,3.7432432432432434
Club Quarters Wall Street,3.888268156424581
Club Quarters World Trade Center,4.060126582278481
Club Quarters in Houston,3.7870967741935484
"Club Quarters, opposite Rockefeller Center",4.038961038961039
Coast Gateway Hotel,3.6823529411764704
Coast Phoenix Sky Harbor Hotel,3.3823529411764706
Colonial Inn & Suites,2.0
Colonnade Hotel,4.355239786856128
Colony Inn North Hollywood,2.0
Columbia Club,3.4054054054054053
Columbus Airport Marriott,3.9875
Columbus Inn & Suites,1.2941176470588236
Columbus Motor Inn,4.3085443037974684
Comfort Inn,3.9813084112149535
Comfort Inn & Suites,3.232
Comfort Inn & Suites Airport,3.6666666666666665
Comfort Inn & Suites German Church Road,2.5
Comfort Inn & Suites Greenway Plaza/SW Freeway,2.7142857142857144
