Hotel,Average_Rating
Comfort Inn Near Hollywood Walk of Fame,3.8439716312056738
Comfort Inn Near Old Town Pasadena - Eagle Rock,4.262910798122066
Comfort Inn Near SeaWorld,3.4615384615384617
Comfort Inn Near Universal Studios Hollywood,3.504950495049505
Comfort Inn Near Warner Center,3.0625
Comfort Inn New York City,4.0
Comfort Inn North,3.7099236641221376
Comfort Inn North Polaris,4.476190476190476
Comfort Inn Phoenix,3.3389830508474576
Comfort Inn Phoenix West,4.128205128205129
Comfort Inn South,3.064516129032258
Comfort Inn Times Square South,3.9347079037800685
Comfort Inn Times Square West,4.016393442622951
Comfort Inn West,4.375
Comfort Inn and Suites near Universal Studios,3.875
Comfort Inn by the Bay,3.5922865013774103
Comfort Suites,4.507798960138648
Comfort Suites - Columbus / Clara St,3.779220779220779
Comfort Suites - Columbus / Keim Circle,3.6176470588235294
Comfort Suites - Near the Galleria,3.7333333333333334
Comfort Suites Airport,3.8168316831683167
Comfort Suites Airport North,3.878787878787879
Comfort Suites Alamo/Riverwalk,4.725
Comfort Suites Austin Airport,3.5
Comfort Suites Baymeadows,3.7906976744186047
Comfort Suites Bush Intercontinental Airport,3.5609756097560976
Comfort Suites Charlotte Northlake,4.529411764705882
Comfort Suites City Centre,4.414285714285715
Comfort Suites Conference Center,4.0
Comfort Suites Dallas,4.611111111111111
Comfort Suites Denver International Airport,3.3866666666666667
Comfort Suites Downtown South,3.625
Comfort Suites East Broad at 270,4.7
Comfort Suites Fort Worth,4.538461538461538
Comfort Suites Hobby Airport Houston,4.333333333333333
Comfort Suites I-15 Miramar,3.8333333333333335
Comfort Suites I-240 East-Airport,3.556603773584906
Comfort Suites Indianapolis,4.803921568627451
Comfort Suites Indianapolis Airport,4.184210526315789
Comfort Suites Jacksonville,4.181818181818182
Comfort Suites Jacksonville I-295,4.483333333333333
Comfort Suites Mission Valley,3.1052631578947367
Comfort Suites NW Lakeline,4.242424242424242
Comfort Suites Near Seaworld,4.454545454545454
Comfort Suites North,4.0
Comfort Suites North IH 35,4.208333333333333
Comfort Suites Park Central,3.1785714285714284
Comfort Suites Phoenix / MetroCenter,4.433333333333334
Comfort Suites San Antonio NW Near Six Flags,4.73015873015873
Comfort Suites San Antonio at Rittiman,3.8157894736842106
Comfort Suites Stone Oak,4.369565217391305
Comfort Suites University Area,3.5416666666666665
Comfort Suites West Energy Corridor,3.5625
Comfort Suites Westchase,4.25
Comfort Suites Willowbrook / Technology Corridor,3.5
Comfort Suites at Lake Worth,3.6666666666666665
Commodore Hotel,2.0
Congress Plaza Hotel,3.045531197301855
Conrad Chicago,4.650412603150787
Conrad Indianapolis,4.574324324324325
Conrad New York,4.291666666666667
Constitution Inn,3.567073170731707
Continental Inn,4.888888888888889
Continental Plaza Seattle,4.0
Conwell Inn,4.3604651162790695
Cooper Hotel & Conference Center,4.722222222222222
Copley House,3.172932330827068
Copley Square Hotel,4.542148760330578
Coral Motel,4.1
Coral Sands Motel,3.951219512195122
Corktown Inn,2.6538461538461537
Cornell Hotel de France,4.310924369747899
Cosmopolitan Hotel - Tribeca,3.8446043165467625
Country Garden Inn and Suites,4.0
Country Hearth Inn Charlotte,1.7333333333333334
Country Hearth Inn Indianapolis,2.25
